Company Name,Company URL,About,Summary,Industry,Location
Vista Equity Partners,https://www.linkedin.com/company/vista-equity-partners/,,Vista Equity Partners (Vista) is a leading global technology investor specializing in software. Through its private market strategies — private equity...,Financial Services,"Austin, TX"
"Techaxis, Inc",https://www.linkedin.com/company/techaxisinc/,,"..., sustainability and operations. We support a wide range of industries in each of these domains. Our clients include software startups, large IT services firm...",Staffing and Recruiting,"Ashburn, Virginia"
Workrise,https://www.linkedin.com/company/workrise/,,"Workrise is now RigUp.  www.linkedin.com/company/rigup  RigUp is the source-to-pay solution built for energy. By combining purpose-built software with expert teams, we empower the world’s leading energy companies and their suppliers to work better, together.   Learn more about how RigUp is equipping everyone...",Software Development,"Austin, Texas"
Axon,https://www.linkedin.com/company/axon-protect-life/,,"Axon is the global leader in public safety technology, relentlessly innovating to protect more lives in more places.  We’re transforming public safety by building advanced devices, intelligent software and AI that protect life. Our ecosystem supports everyone who takes on the responsibility of public safety...",Public Safety,"Scottsdale, AZ"
Talentify.io,https://www.linkedin.com/company/talentify-io/,,Guaranteed Better Job Advertising Results! Guided by Data & Optimized by AI • Specialties: Recruitment Marketing Software,Software Development,"Orlando, Florida"
CodeVyasa,https://www.linkedin.com/company/code-vyasa/,,CodeVyasa is a Software Engineering company that works with Early-stage & Mid-Market Product companies.,Information Technology & Services,"Jacksonville, Florida"
QuestionPro,https://www.linkedin.com/company/questionpro/,,"With over 2.5 million users across 40 countries, we are a leading provider of online survey software that allows our users to generate the insights they need to make better business decisions. Our software includes not only tools for creation, distribution, and analysis of surveys, but also provides a platform...",Software Development,"Austin , Texas"
Suffescom Solutions Inc,https://www.linkedin.com/company/suffescom/,,"Suffescom Solutions INC is a award winning software/app development company. We specialize in creating custom apps that bring clients tangible and measurable results to help grow their business and enhance their brand.  Our app designs are user-friendly and creative, while remaining functional. For us, every new...",Software Development,"New York, NY"
Haptiq,https://www.linkedin.com/company/haptiqtech/,,"Profitable growth and scalable solutions at your fingertips.  Unlock your business potential with Haptiq – where insight meets innovation. We offer a nuanced understanding of your company's performance and know exactly how to leverage technology for sustained growth. Through our suite of software, digital solutions...",Software Development,"New York, NY"
Interview Kickstart,https://www.linkedin.com/company/interview-kickstart/,,"Recognized by TIME x Statista and GSV 150, Interview Kickstart helps talent and teams turbocharge careers and impact in the AI era. With 700+ FAANG instructors who have already helped scale careers of 25000+ software engineers, PMs, data scientists, and tech leaders. We combine cutting-edge upskilling with end-to-end...","Wilmington, Delaware",
Sphera,https://www.linkedin.com/company/sphera/,,"Sphera creates a safer, more sustainable and productive world.   We are the leading provider of Enterprise Sustainability Management (ESM) performance and risk management software, data and consulting services focusing on Environment, Health, Safety & Sustainability (EHS&S), Operational Risk Management (ORM), Product...",IT Services and IT Consulting,"Chicago, Illinois"
.efficiently,https://www.linkedin.com/company/efficientlyhq/,,".efficiently is your Productivity Partner, empowering teams with tools and solutions to streamline complex workflows, enhance collaboration, and eliminate inefficiencies.  Our workforce solutions and software help businesses maximize productivity and accelerate growth with minimal wasted effort or expense.  Transform...",Business Consulting and Services,Delaware
BrightEdge,https://www.linkedin.com/company/brightedge/,,"The industry's first and only SEO solution to give marketers real-time research, recommendations, and rankings • Specialties: SaaS/Software",Software Development,"Foster City, CA"
IXL Learning,https://www.linkedin.com/company/ixl-learning/,,"...challenges to continually improve our product really keeps me engaged in my work."" - Jestin Ma, Software Engineer",E-Learning Providers,"San Mateo (San Francisco Bay Area), CA"
Dash Technologies Inc.,https://www.linkedin.com/company/dashtechnologiesinc/,,We don't just engineer software solutions! We partner up.,Software Development,"Dublin, Ohio"
PieCyfer,https://www.linkedin.com/company/piecyfer/,,Global Custom Software Development Solutions & Consultancy,Software Development,"San Mateo, California"
Gigster,https://www.linkedin.com/company/gigster/,,We build software tailored to your needs.,Software Development,"San Antonio, Texas"
Open Robotics,https://www.linkedin.com/company/open-source-robotics-foundation/,,Creating open software and hardware platforms for robotics,Research Services,"Mountain View, California"
TECEZE,https://www.linkedin.com/company/teceze/,,".... Device as a Service (DaaS) Simplified lifecycle management for laptops, desktops, and mobile devices, bundling hardware, software, and support under one predictable monthly cost.   7. Procurement as a Service Strategic sourcing and vendor coordination for IT hardware and software optimizing cost, warranty coverage...",Computer and Network Security,"Chicago, Illinois"
Everbridge,https://www.linkedin.com/company/everbridge/,,Specialties: Security Software,Software Development,"Vienna, Virginia"
PureLogics,https://www.linkedin.com/company/purelogics/,,No Magic. Just Logic • Specialties: custom software development,Software Development,"New York, NY"
Deltacubes,https://www.linkedin.com/company/deltacubes/,,"...industry experience, impart knowledge across a wide range of technologies.  🌟 What Sets Us Apart 🌟  🌐 Remote Software Bench Resources: Explore endless possibilities with our remote bench of software professionals, readily available to tackle project assignments and temporary staffing needs.  🌟 On-Demand Software Talent: Instantly...",Information Technology & Services,"Pennsville Township, New Jersey"
